appid,name,developer,publisher,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,competitive,avgNumberOfPlayersLast30Days,userPercentage
855390,Ryte - The Eye of Atlantis,"Orichalcum Pictures, Ebim Studio, Digiteyes, VR-Connection",Orichalcum Pictures,"0 .. 20,000",0,0,0,0,0,1099,No,0,0.0
455190,Domain Defense VR,Inclusion Studios,Inclusion Studios,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
526090,Very Real Chess,Zachary Geier,Zachary Geier,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1167430,The Loopholes Chronicles,Jérémy Beuchot,Scroow,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1307860,Queerskins: a love story,Cloudred,"Cloudred, Fancy Rainbow Productions","0 .. 20,000",0,0,0,0,0,699,No,0,0.0
1441500,Traceur's Dreamlab VR,Icegrim Softworks,Icegrim Softworks,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1229010,Cast VR,Humble Sage Games,Humble Sage Games,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
914250,Deadly Burrito,"ESAT, Atomic Piñata",ESAT,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1606910,Jigsaw Puzzle VR,Silas Marrs,marrs.biz,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1933050,Omega Pilot,XOCUS,XOCUS,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1902150,STRANGER,Lost Frame Development,Lost Frame Development,"0 .. 20,000",0,0,0,0,0,899,No,0,0.0
1128210,Orion13,Metro VR Studios,Metro VR Studios,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
602150,Desert Battle,威震天科技,威震天科技,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
1123570,FlyCatcher,Graham Richardson,Graham Richardson,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1206080,Zombie World Coronavirus Apocalypse VR,Smartmove,Smartmove,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
403590,Klepto,Meerkat Gaming,Meerkat Gaming,"0 .. 20,000",0,0,0,0,0,1299,No,0,0.0
1769380,BlitzPunch,Malevolent Wormhole,Malevolent Wormhole,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
786710,ECHOES OF WAR: The Last Heartbeat,MPixels,MPixels,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
588340,Stolen Steel VR,Impromptu Games,Impromptu Games,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1154150,Evrisia Art,Electric Puppets Inc.,Electric Puppets Inc.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
494530,Orc Hunter VR,Orc Hunter Developer Team,Orc Hunter Developer Team,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
928300,Visionarium,Sander Bos,Sander Bos,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
658360,SUMMER VACATION,ALPHA-NEXT,ALPHA-NEXT,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1142450,GrapplingHook,RQ-Games,RQ-Games,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
891320,Echoes in White,Classic Arts GmbH,Magic Horizons GmbH,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
2475790,War Of Being,DMTesseracT Ltd,DMTesseracT Ltd,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
1204930,Hop Step Sing! Astral Piece,"Kodansha, Kodansha VR Lab",KOMODO,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
711390,Anti Gravity Warriors VR,Niket Patel,Niket Patel,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
703430,Star Rangers VR - Free Demo,Project Whitecard Studios Inc.,"Awestruck Games, EvolVR Games Ltd.","0 .. 20,000",0,0,0,0,0,0,No,0,0.0
496230,Watching Grass Grow In VR - The Game,Pillow Head Games,EVR,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
572630,LyraVR,LyraVR,LyraVR,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1210930,AIR WARS,Masangsoft,Masangsoft,"0 .. 20,000",0,0,0,0,1,0,No,0,0.0
413620,Space Needle VR,"Expedia Labs, Expedia, Space Needle + Chihuly Garden and Glass, WSP – Parsons Brinckerhoff of Seattle, Jaclyn Lake, Rachel Ye, Morgan Graham",Expedia,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
808810,Robo Boop,Booper Inc,Booper Inc,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
592920,Inception VR,Inception,Inception,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1117000,CyberRunner,Cybershoes GmbH,Cybershoes GmbH,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1679170,Cold Start: The Callisto,GIB Games,GIB Games,"0 .. 20,000",0,0,0,0,0,1099,No,0,0.0
787550,FARHOME,DEVCUBE STUDIO,DEVCUBE STUDIO,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
1348980,The Surreal Imaginarium,Eternal Echoes VR,Eternal Echoes VR,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
1333590,Carnival VR Orientation,"THE NOVELLUS GROUP, LLC","THE NOVELLUS GROUP, LLC","0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1023710,KameaVR,"James Emley, Fiona Emley",Rocker Science,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
458200,Rumpus,Luke Iannini,Luke Iannini,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
728950,Barrels Up,Eden Agency,Eden Agency,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
1001100,Kooring VR Wonderland:Mecadino's Attack,VRANI inc.,VRANI inc.,"0 .. 20,000",0,0,0,0,0,1599,No,0,0.0
1020420,Snowrifters VEX,TMN | SGR,TMN | SGR,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1322010,Automata Break,Pumpkin Head Studio,Pumpkin Head Studio,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1494670,Space Dance Harmony,Phenomena,Phenomena,"0 .. 20,000",0,0,0,0,0,1299,No,0,0.0
1579800,Hundreds of Mysteries:Wendy's Home2,"KKK, QZQ Studio",QZQ Studio,"50,000 .. 100,000",0,0,0,0,0,99,No,0,0.0
968310,Breathe Peace World,GOH Studio,GOH Studio,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
481420,Final Approach: Pilot Edition,Phaser Lock Interactive,Phaser Lock Interactive,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
892470,BVRGER VAN,Patchwork Games,Patchwork Games,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1065110,Homeward Duck,Pavilion Media LLC,Pavilion Media LLC,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1219910,Spider Fear,Tinarastic Game Studio,Tinarastic Game Studio,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
580630,Dimensional Rift,Team Seven,Team Seven,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
280890,Ghostship Aftermath,MadAboutGamesStudios,MadAboutGamesStudios,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
397750,Guided Meditation VR,Cubicle Ninjas,Cubicle Ninjas,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
2026470,Cyber Blades,Jaemoon Choi,MemeNgin,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
2205090,Bridge Engineer,Project Artiliris,Project Artiliris,"0 .. 20,000",0,0,0,0,0,1299,No,0,0.0
2429040,Lord Of Terror,SimulatedFantasy,SimulatedFantasy,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
778260,The Scent of Summer,aimino,aimino,"0 .. 20,000",3,0,3,0,0,0,No,0,0.0
811800,MINT VR,"MINTPOT CO.,LTD","MINTPOT CO.,LTD","0 .. 20,000",0,0,0,0,1,0,No,0,0.0
519490,NBA 2KVR Experience,Specular Interactive,2K,"0 .. 20,000",114,0,114,0,0,1499,No,0,0.0
1298620,GAMECINE VR,Microblast Games,Microblast Games,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
847650,Virtual Reality Experiment Framework,Scott Howie,Scott Howie,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1180560,Abelana's Atom Maker,Abelana VR,Abelana VR,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
2818600,D-Day Invasions,"Strange Games Studios, Inc.","Strange Games Studios, Inc.","0 .. 20,000",0,0,0,0,0,499,No,0,0.0
468170,AcidPunk : Echoes of Doll City,"GaelDK, Sogaki ( F.S ), Serge Sentis (Aerosteak)",Infiniverse,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
919160,Submerged: VR Escape the Room,Blue Entropy Studios,Blue Entropy Studios,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1636370,Horror House,Drew Parmelee,Drew Parmelee,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1096600,Quash,Team Quash,Rubika Supinfogame,"0 .. 20,000",0,0,0,0,0,1099,No,0,0.0
1627180,Operation Insanity,Hollow World Games llc,Hollow World Games llc,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
514820,Wasps!,Mad Vulture Games,Mad Vulture Games,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
757100,VR RHYTHM ACTION SEIYA,WANDV.INC,WANDV.INC,"0 .. 20,000",0,0,0,0,0,1899,No,0,0.0
566970,EscapeVR: Trapped Above the Clouds,"Five Mind Creations, Sourcenity",Five Mind Creations,"0 .. 20,000",0,0,0,0,0,539,No,0,0.0
733420,Fragments,Pulsarium,Pulsarium,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
971340,Orc Towers VR,Coding Jar Studios Inc.,Coding Jar Studios Inc.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1297540,Blobkin Blaster,Brave Lunch,Theory Studios,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
503150,Frantic Freighter,Phr00t's Software,Phr00t's Software,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
2753890,VR Houses: Glass Apartment,The WOW Studio,The WOW Studio,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1432610,Royale Archer VR,Funnypack,Funnypack,"0 .. 20,000",0,0,0,0,0,1299,No,0,0.0
1542970,VR Spaceship Battle,William at Oxford,William at Oxford,"0 .. 20,000",0,0,0,0,0,134,No,0,0.0
1058680,VR Emergency Response Sim,CodeBlue Entertainment,CodeBlue Entertainment,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
1938330,Into The Dark,Esenthel,Esenthel,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
2676160,Arcade Paradise VR,Nosebleed Interactive,Wired Productions,"0 .. 20,000",0,0,0,0,1,1999,No,0,0.0
488760,Left-Hand Path,Strange Company,Strange Company,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
1017780,Hammer & Anvil VR,Thibaut Blanca,Thibaut Blanca,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
542790,RacetronicVR,Charles Cochrane,Charles Cochrane,"50,000 .. 100,000",0,0,0,0,0,0,No,0,0.0
648810,Vehicle VR,Nick Helweg,Nick Helweg,"50,000 .. 100,000",0,0,0,0,0,199,No,0,0.0
1795750,Conquest,Endless Endeavor LLC,Endless Endeavor LLC,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
714780,Google Spotlight Stories: Special Delivery,Google Inc.,Google Inc.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
2260480,Random Acts of Madness,Silver Dice Games Inc.,Silver Dice Games Inc.,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
653970,Virtual Temple: Order of the Golden Dawn,keep silence,keep silence,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
433190,CDF Starfighter VR,MadAboutGamesStudios,MadAboutGamesStudios,"0 .. 20,000",38,0,38,0,0,2999,No,0,0.0
648870,Intel 5G VR Experience,Groove Jones,Infinity Marketing,"0 .. 20,000",4,0,4,0,0,0,No,0,0.0
601490,Passengers: Awakening VR Experience,MPC VR,Sony Pictures Virtual Reality,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
546040,Ancient Code VR( The Fantasy Egypt Journey),ED,ED,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
686030,Digital Domain’s Monkey King,Digital Domain,Digital Domain,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1465740,Wicked Rails VR,Went2Play LLC,Went2Play LLC,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
2251730,Catacombs: The Asper Case,La Boite Pingouin,La Boite Pingouin,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1876050,Labyrinth deLux - A Crusoe Quest,K5 Factory GmbH,K5 Factory GmbH,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
566350,Quizality,UV Games Ltd,UV Games Ltd,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
602040,Rota Craze,GS,"Scoles Technologies, LLC","0 .. 20,000",0,0,0,0,0,299,No,0,0.0
499760,Redswood VR,Patrick Beavers,B__Vers,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
720540,TRIPLE TWENTY - VR Darts,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
557460,ToledoVR,SomeDudes,SomeDudes,"0 .. 20,000",0,0,0,0,0,899,No,0,0.0
656330,Outpost L5,VHornet Games,VHornet Games,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
2177810,Once in a Blue Moon,NYX VX Ltd.,NYX VX Ltd.,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
510930,Thirst VR,RLTY CHK,RLTY CHK,"20,000 .. 50,000",19,0,19,0,0,299,No,0,0.0
1127310,HelixVision,"Bo3b Johnson, Markus Gündert",Bo3b Johnson,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
1116650,CAPCOM GO! Apollo VR Planetarium,NSC Creative,NSC Creative,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
1399150,"VR Time Machine Travelling in ancient civilizations: Mayan Kingdom, Inca Empire, Indians, and Aztecs before conquest A.D.1000",William at Oxford,William at Oxford,"20,000 .. 50,000",0,0,0,0,0,449,No,0,0.0
965960,VRetired,Borisoft,Borisoft,"20,000 .. 50,000",0,0,0,0,0,499,No,0,0.0
547750,Endless Night - Alpha,Yerawizard LLC,Yerawizard LLC,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
689720,Gangsta Underground : The Poker,Reality Reflection,Mossland Ltd.,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
1354540,Arcaxer,Overrun Games,Well Played Studios,"20,000 .. 50,000",0,0,0,0,0,2499,No,0,0.0
658390,Tunnel Runner VR,Mocove Studio,Mocove Studio,"20,000 .. 50,000",0,0,0,0,0,299,No,0,0.0
859640,Along Together,Turbo Button,Turbo Button,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
519030,Don't Let Go!,Skydome Studios,Skydome Studios,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1384390,Photo Studio,Games For Pleasure,Games For Pleasure,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1518640,VR Girls’ Room in Darkness,William at Oxford,William at Oxford,"0 .. 20,000",0,0,0,0,0,224,No,0,0.0
914680,Crazy Alchemist,5th VR,5th VR,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1361490,All Hail The Cook-o-tron,Slapunas and Jakayaki,Slapunas and Jakayaki,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
1008700,Golf Pool VR,LastnOni,Frozen Dreams,"0 .. 20,000",0,0,0,0,0,499,Yes,0,0.0
602480,Kartong - Death by Cardboard!,Antler Interactive,Antler Interactive,"0 .. 20,000",0,0,0,0,0,1399,No,0,0.0
731950,The Homestead,"Simon Che de Boer, Dan Monaghan, Nick Taylor",realityvirtual.co,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
574890,Forgotten Chambers,Tpot Studio,Tpot Studio,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1246680,Two Worlds - The 3D Art Gallery,Tiina Rahm,Tiina Rahm,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1271450,Sama Learning,"Justin Buzon (Programmer; Artist), D'lorean Lathers (Programmer &amp; Artist), Barbara DeHart (CEO &amp; Cofounder), Christopher Tassone  (Founder)",Sama Learning,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1900020,PunjiVR,Camden Cleveland,Camden Cleveland,"0 .. 20,000",0,0,0,0,0,1699,No,0,0.0
1335370,DVR Simulator,Demonixis Games,Demonixis Games,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
595090,Prevent The Fall,D.W.S,D.W.S.,"20,000 .. 50,000",26,0,46,0,0,999,No,0,0.0
1232610,Panic Station VR,"Student team of Korea Vocational College of Information and Technology (Republic of Korea), 한국IT전문학교 학생팀","Korea Vocational College of Information and Technology, 한국IT전문학교","20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
800290,ViSP - Virtual Space Port,Visper Games,Visper Games,"20,000 .. 50,000",0,0,0,0,0,1499,No,0,0.0
570900,Art Plunge,Space Plunge,Space Plunge,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
914400,Key Of Impasse,Vanl,Vanl,"20,000 .. 50,000",0,0,0,0,0,199,No,0,0.0
841790,Adventures in the Light & Dark,Protoria Studios,Protoria Studios,"20,000 .. 50,000",0,0,0,0,0,99,No,0,0.0
799300,Go Guess,Oblix LLC,Oblix LLC,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
458590,ABE VR,Hammerhead VR,Hammerhead VR,"50,000 .. 100,000",4,0,4,0,1,0,No,0,0.0
1277710,RoboDo,"Gabrielė Ušeckaitė, Edvardas Šneideris, Lukas Litinskas",V-RShop,"20,000 .. 50,000",0,0,0,0,0,1799,No,0,0.0
1708750,Magic Stone Guardians,"FIGNNY CO., LTD.","FIGNNY CO., LTD.","0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
580540,MonkeyKing VR,Gene Games Technology,Gene Games Technology,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
662950,CloudCity VR,Floating Point Interactive,Floating Point Interactive,"0 .. 20,000",0,0,0,0,0,1199,No,0,0.0
924960,Conjure Strike,The Strike Team,The Strike Team,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
717680,Tubular Rift,Boogie Down Games llc,Boogie Down Games llc,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
769540,Beat Miner,MZ Games,MZ Games,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1834170,Vector Elite,Infinity Workshop,Infinity Workshop,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
858560,Tet VR,In Your Head Games LLC,In Your Head Games LLC,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
547120,Simmetri,"Simmetri, Inc.","Simmetri, Inc.","0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1001240,VR Flight Simulator New York - Cessna,Thetis Games,Thetis Games,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
528990,Basketball Babe,VACTOR,VACTOR,"0 .. 20,000",27,0,27,0,0,1099,No,0,0.0
731690,Jingo,U24 Solutions,U24 Solutions,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
2108640,Arise from Shadows,Digital Pourpre Studio,Digital Pourpre Studio,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
357010,The Collider 2,Shortbreak Studios s.c.,Shortbreak Studios s.c.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
2138380,Goliath: Playing With Reality,ANAGRAM,"ANAGRAM, FLORÉAL","0 .. 20,000",0,0,0,0,0,599,No,0,0.0
1025740,The Woods: VR Escape the Room,,CoolHappy-Game,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
2020670,StarMaker VR,STAR SHINE ENTERTAINMENT PTE LTD,STAR SHINE ENTERTAINMENT PTE LTD,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
405340,Siegecraft Commander,Blowfish Studios,Blowfish Studios,"20,000 .. 50,000",0,0,0,0,0,1999,No,0,0.0
705870,Echo Grotto,Gaugepunk Games,Gaugepunk Games,"20,000 .. 50,000",0,0,0,0,0,799,No,0,0.0
1506940,Muffin Fight,Red Iron Labs,Red Iron Labs,"20,000 .. 50,000",0,0,0,0,0,299,No,0,0.0
1093340,Thailand VR Gallery,InfofedVR,InfofedVR,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
457650,Stonehenge VR SANDBOX,VoyagerVR,VoyagerVR,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1325420,Kooring VR Wonderland : Heart Castle Crush,VRANI inc.,VRANI inc.,"0 .. 20,000",0,0,0,0,0,1599,No,0,0.0
696500,Soldiers Of Freedom,Bubel Studio,Bubel Studio,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
2890140,Universe Size Comparison VR,Martysh Oleksandr,Martysh Oleksandr,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
645280,MYSTIC VR,Null Activity,Null Activity,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
610350,Poker Show VR,Kogei,Kogei,"0 .. 20,000",0,0,0,0,1,249,No,0,0.0
733550,Clash of Magic VR,Narvalous Inc,Narvalous Inc,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1253930,Seeker: My Shadow,Jestercraft,Jestercraft,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
516550,Relativity,TomCGames,TomCGames,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
1209740,Coloniam,Austin M.,Austin M.,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
2200330,Project: Nightlight,Fringe Realities,Fringe Realities,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1483010,Fight For Eden,Andonis Gaja,Andonis Gaja,"50,000 .. 100,000",0,0,0,0,0,0,No,0,0.0
643610,Mortal Blitz,Skonec Entertainment,Skonec Entertainment,"50,000 .. 100,000",0,0,0,0,0,1999,No,0,0.0
573550,GoalkeepVr,DigitalBadger Design,DigitalBadger Design,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
1911230,Lockout Tagout (LOTO) VR Training,GVR Training Computer Software,GVR Training Computer Software,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
500110,Glider Island,Joey Sipos,5D Realities,"0 .. 20,000",11,0,11,0,0,799,No,0,0.0
1439040,Squingle,Ben Outram,VRAL Games,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1130880,Absolute Territory,Digitum Software,Digitum Software,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
536370,Percussive VR,Jamhack Games,Jamhack Games,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
870730,Adapt or Perish,Phr00t's Software,Phr00t's Software,"0 .. 20,000",0,0,0,0,0,999,Yes,0,0.0
615270,Star Rage VR,Metaverse Studio,Metaverse Studio,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
785990,Hub Culture VR,Hub Culture Ltd,Hub Culture Ltd,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1535090,VR Kyoto: Beauty of Japan,William at Oxford,William at Oxford,"0 .. 20,000",0,0,0,0,0,134,No,0,0.0
777530,Salsa Virtual,Dance-Virtual,"Dance-Virtual, Miragic Labs","0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
456150,SpaceSys,"3DEA, SpaceSys Inc.",SpaceSys Inc.,"0 .. 20,000",0,0,0,0,0,1099,No,0,0.0
509310,ThrounnelVR,Sunnyview,Conglomerate 5,"50,000 .. 100,000",0,0,0,0,0,99,No,0,0.0
1343110,Realms of Eternity,VRKemono,VRKemono,"20,000 .. 50,000",0,0,0,0,0,999,No,0,0.0
2794140,Puzzle Adventure VR,Crystal Apps,Crystal Apps,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
488360,Vistascapes VR,Bird Man Games,Bird Man Games,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1966870,Cyber Car,Cyber Car Industries,Cyber Car Industries,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1474570,CYBER TENNIS,TECHNICAL ARTS,TECHNICAL ARTS,"0 .. 20,000",0,0,0,0,0,1899,No,0,0.0
621010,Headmaster,Frame Interactive,Frame Interactive,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
486370,Pinball Evolution VR,Pinball Evolution VR,Pinball Evolution VR,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
1206960,Cloudlands 2,Futuretown,Futuretown,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1183750,Liquid Space,VRX,VRX,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1758810,Little Island,Studio Nayuta,Studio Nayuta,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
2372320,Portable VR,Alex VR,Alex VR,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
1200060,乔乔的铁拳 Joe's Fists,"Hangzhou Wookart Technology Co.,Ltd.","Hangzhou Wookart Technology Co.,Ltd.","20,000 .. 50,000",0,0,0,0,0,699,No,0,0.0
531990,Egg Time,Bartoš Studio,Bartoš Studio,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
723420,创世-修真录,巫师工作室,GY Games,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
560640,The Cabin: VR Escape the Room,Blue Entropy Studios,Blue Entropy Studios,"20,000 .. 50,000",0,0,0,0,0,499,No,0,0.0
552960,Fastigium,ifgames studio,ifgames studio,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
1537540,Dichotomy,"Cody Wren, David Tree, Jon Pearce",Screen South,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
630260,Tilted Mind,Paul Svelmoe,Paul Svelmoe,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1011260,Settlement Zero,Blueinca Studios,Blueinca Studios,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1244370,Electronic Squash,VRAIN Labs,VRAIN Labs,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
961710,Puzzle Out VR,Glock Software,Glock Software,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
584040,Journey: Benjamin's Adventures,"Viriver Network Technology Co., Ltd.","Viriver Network Technology Co., Ltd.","0 .. 20,000",0,0,0,0,0,299,No,0,0.0
756650,THE BOX VR,NAKAMA VR GAMES,"INTHEMIDDLE, NAKAMA VR","0 .. 20,000",0,0,0,0,0,199,No,0,0.0
625690,归墟纪·寂夜  FINAL WORLD,Shine World,Shine World,"0 .. 20,000",0,0,0,0,0,1699,No,0,0.0
845330,Sign Here: _________,,,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
642190,Beer Pong League,Polyverse Studio,Polyverse Studio,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1102200,Oceans We Make,Warrior9 VR Pte Ltd,Warrior9 VR Pte Ltd,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
2121610,The Events at Unity Farm,Titan1Studios,Titan1Studios,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1096960,Amazing: A House In Kansas VR,"Mad Man Games, Immersive-Games",Immersive-Games,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
627220,Food Truck VR,"Gambit Games Studio, LLC","Gambit Games Studio, LLC","0 .. 20,000",0,0,0,0,0,0,No,0,0.0
594200,Don't Get Hit In The Face,"DracoSoftware, LLC","DracoSoftware, LLC","0 .. 20,000",0,0,0,0,0,699,No,0,0.0
589110,Constricted VR,PNxDesigns,PNxDesigns,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
